"","Area","Region","PrimaryColonizer","YearPeriod","AVG_g/cap/day"
"1575","Slovakia","Europe",NA,"Y20202022",""
"1576","Slovenia","Europe",NA,"Y20002002","113"
"1577","Slovenia","Europe",NA,"Y20012003","117.2"
"1578","Slovenia","Europe",NA,"Y20022004","119"
"1579","Slovenia","Europe",NA,"Y20032005","119.5"
"1580","Slovenia","Europe",NA,"Y20042006","119.1"
"1581","Slovenia","Europe",NA,"Y20052007","118.7"
"1582","Slovenia","Europe",NA,"Y20062008","120.1"
"1583","Slovenia","Europe",NA,"Y20072009","121.1"
"1584","Slovenia","Europe",NA,"Y20082010","121.8"
"1585","Slovenia","Europe",NA,"Y20092011","121"
"1586","Slovenia","Europe",NA,"Y20102012","120"
"1587","Slovenia","Europe",NA,"Y20112013","119.3"
"1588","Slovenia","Europe",NA,"Y20122014","117.3"
"1589","Slovenia","Europe",NA,"Y20132015","114.9"
"1590","Slovenia","Europe",NA,"Y20142016","113.2"
"1591","Slovenia","Europe",NA,"Y20152017","113.9"
"1592","Slovenia","Europe",NA,"Y20162018","114.8"
"1593","Slovenia","Europe",NA,"Y20172019","114.7"
"1594","Slovenia","Europe",NA,"Y20182020","115.1"
"1595","Slovenia","Europe",NA,"Y20192021",""
"1596","Slovenia","Europe",NA,"Y20202022",""
"1597","South Africa","Africa","Netherlands (Kingdom of the)","Y20002002","74.8"
"1598","South Africa","Africa","Netherlands (Kingdom of the)","Y20012003","77.3"
"1599","South Africa","Africa","Netherlands (Kingdom of the)","Y20022004","78.4"
"1600","South Africa","Africa","Netherlands (Kingdom of the)","Y20032005","79.2"
"1601","South Africa","Africa","Netherlands (Kingdom of the)","Y20042006","79.7"
"1602","South Africa","Africa","Netherlands (Kingdom of the)","Y20052007","80"
"1603","South Africa","Africa","Netherlands (Kingdom of the)","Y20062008","81"
"1604","South Africa","Africa","Netherlands (Kingdom of the)","Y20072009","83.2"
"1605","South Africa","Africa","Netherlands (Kingdom of the)","Y20082010","86.8"
"1606","South Africa","Africa","Netherlands (Kingdom of the)","Y20092011","88.6"
"1607","South Africa","Africa","Netherlands (Kingdom of the)","Y20102012","90.2"
"1608","South Africa","Africa","Netherlands (Kingdom of the)","Y20112013","90.5"
"1609","South Africa","Africa","Netherlands (Kingdom of the)","Y20122014","89.8"
"1610","South Africa","Africa","Netherlands (Kingdom of the)","Y20132015","88.2"
"1611","South Africa","Africa","Netherlands (Kingdom of the)","Y20142016","87.3"
"1612","South Africa","Africa","Netherlands (Kingdom of the)","Y20152017","87.9"
"1613","South Africa","Africa","Netherlands (Kingdom of the)","Y20162018","88.2"
"1614","South Africa","Africa","Netherlands (Kingdom of the)","Y20172019","89.2"
"1615","South Africa","Africa","Netherlands (Kingdom of the)","Y20182020","90.7"
"1616","South Africa","Africa","Netherlands (Kingdom of the)","Y20192021",""
"1617","South Africa","Africa","Netherlands (Kingdom of the)","Y20202022",""
"1618","Spain","Europe",NA,"Y20002002","153.8"
"1619","Spain","Europe",NA,"Y20012003","151.9"
"1620","Spain","Europe",NA,"Y20022004","149.5"
"1621","Spain","Europe",NA,"Y20032005","146.9"
"1622","Spain","Europe",NA,"Y20042006","145.4"
"1623","Spain","Europe",NA,"Y20052007","146.1"
"1624","Spain","Europe",NA,"Y20062008","145.5"
"1625","Spain","Europe",NA,"Y20072009","145.3"
"1626","Spain","Europe",NA,"Y20082010","144"
"1627","Spain","Europe",NA,"Y20092011","143.9"
"1628","Spain","Europe",NA,"Y20102012","143.6"
"1629","Spain","Europe",NA,"Y20112013","143.5"
"1630","Spain","Europe",NA,"Y20122014","142.7"
"1631","Spain","Europe",NA,"Y20132015","144"
"1632","Spain","Europe",NA,"Y20142016","146.2"
"1633","Spain","Europe",NA,"Y20152017","149.8"
"1634","Spain","Europe",NA,"Y20162018","151.6"
"1635","Spain","Europe",NA,"Y20172019","152.7"
"1636","Spain","Europe",NA,"Y20182020","153.6"
"1637","Spain","Europe",NA,"Y20192021",""
"1638","Spain","Europe",NA,"Y20202022",""
"1639","Sudan","Africa","United Kingdom of Great Britain and Northern Ireland","Y20002002",""
"1640","Sudan","Africa","United Kingdom of Great Britain and Northern Ireland","Y20012003",""
"1641","Sudan","Africa","United Kingdom of Great Britain and Northern Ireland","Y20022004",""
"1642","Sudan","Africa","United Kingdom of Great Britain and Northern Ireland","Y20032005",""
"1643","Sudan","Africa","United Kingdom of Great Britain and Northern Ireland","Y20042006",""
"1644","Sudan","Africa","United Kingdom of Great Britain and Northern Ireland","Y20052007",""
"1645","Sudan","Africa","United Kingdom of Great Britain and Northern Ireland","Y20062008",""
"1646","Sudan","Africa","United Kingdom of Great Britain and Northern Ireland","Y20072009",""
"1647","Sudan","Africa","United Kingdom of Great Britain and Northern Ireland","Y20082010",""
"1648","Sudan","Africa","United Kingdom of Great Britain and Northern Ireland","Y20092011",""
"1649","Sudan","Africa","United Kingdom of Great Britain and Northern Ireland","Y20102012",""
"1650","Sudan","Africa","United Kingdom of Great Britain and Northern Ireland","Y20112013","62.5"
"1651","Sudan","Africa","United Kingdom of Great Britain and Northern Ireland","Y20122014","64.5"
"1652","Sudan","Africa","United Kingdom of Great Britain and Northern Ireland","Y20132015","65.3"
"1653","Sudan","Africa","United Kingdom of Great Britain and Northern Ireland","Y20142016","66.9"
"1654","Sudan","Africa","United Kingdom of Great Britain and Northern Ireland","Y20152017","65.2"
"1655","Sudan","Africa","United Kingdom of Great Britain and Northern Ireland","Y20162018","66.2"
"1656","Sudan","Africa","United Kingdom of Great Britain and Northern Ireland","Y20172019","66.9"
"1657","Sudan","Africa","United Kingdom of Great Britain and Northern Ireland","Y20182020","70.1"
"1658","Sudan","Africa","United Kingdom of Great Britain and Northern Ireland","Y20192021",""
"1659","Sudan","Africa","United Kingdom of Great Britain and Northern Ireland","Y20202022",""
"1660","Sweden","Europe",NA,"Y20002002","124.2"
"1661","Sweden","Europe",NA,"Y20012003","124.4"
"1662","Sweden","Europe",NA,"Y20022004","124.6"
"1663","Sweden","Europe",NA,"Y20032005","124.4"
"1664","Sweden","Europe",NA,"Y20042006","123.8"
"1665","Sweden","Europe",NA,"Y20052007","122.7"
"1666","Sweden","Europe",NA,"Y20062008","123.2"
"1667","Sweden","Europe",NA,"Y20072009","125"
"1668","Sweden","Europe",NA,"Y20082010","127.6"
"1669","Sweden","Europe",NA,"Y20092011","129.8"
"1670","Sweden","Europe",NA,"Y20102012","132.1"
"1671","Sweden","Europe",NA,"Y20112013","132.4"
"1672","Sweden","Europe",NA,"Y20122014","133.3"
"1673","Sweden","Europe",NA,"Y20132015","134"
"1674","Sweden","Europe",NA,"Y20142016","136.5"
"1675","Sweden","Europe",NA,"Y20152017","136.5"
"1676","Sweden","Europe",NA,"Y20162018","135.3"
"1677","Sweden","Europe",NA,"Y20172019","133.2"
"1678","Sweden","Europe",NA,"Y20182020","133"
"1679","Sweden","Europe",NA,"Y20192021",""
"1680","Sweden","Europe",NA,"Y20202022",""
"1681","Switzerland","Europe",NA,"Y20002002","151.6"
"1682","Switzerland","Europe",NA,"Y20012003","152.9"
"1683","Switzerland","Europe",NA,"Y20022004","153.7"
"1684","Switzerland","Europe",NA,"Y20032005","153.5"
"1685","Switzerland","Europe",NA,"Y20042006","154.9"
"1686","Switzerland","Europe",NA,"Y20052007","155.8"
"1687","Switzerland","Europe",NA,"Y20062008","157.4"
"1688","Switzerland","Europe",NA,"Y20072009","157"
"1689","Switzerland","Europe",NA,"Y20082010","157.4"
"1690","Switzerland","Europe",NA,"Y20092011","157.4"
"1691","Switzerland","Europe",NA,"Y20102012","155.6"
"1692","Switzerland","Europe",NA,"Y20112013","154.4"
"1693","Switzerland","Europe",NA,"Y20122014","153.9"
"1694","Switzerland","Europe",NA,"Y20132015","156.5"
"1695","Switzerland","Europe",NA,"Y20142016","157.1"
"1696","Switzerland","Europe",NA,"Y20152017","156.4"
"1697","Switzerland","Europe",NA,"Y20162018","156"
"1698","Switzerland","Europe",NA,"Y20172019","157"
"1699","Switzerland","Europe",NA,"Y20182020","158.8"
"1700","Switzerland","Europe",NA,"Y20192021",""
"1701","Switzerland","Europe",NA,"Y20202022",""
"1702","Togo","Africa","France","Y20002002","46.4"
"1703","Togo","Africa","France","Y20012003","48.8"
"1704","Togo","Africa","France","Y20022004","49"
"1705","Togo","Africa","France","Y20032005","49"
"1706","Togo","Africa","France","Y20042006","48.2"
"1707","Togo","Africa","France","Y20052007","46.8"
"1708","Togo","Africa","France","Y20062008","46.6"
"1709","Togo","Africa","France","Y20072009","47"
"1710","Togo","Africa","France","Y20082010","51.4"
"1711","Togo","Africa","France","Y20092011","53.6"
"1712","Togo","Africa","France","Y20102012","55.9"
"1713","Togo","Africa","France","Y20112013","53.7"
"1714","Togo","Africa","France","Y20122014","53"
"1715","Togo","Africa","France","Y20132015","51.5"
"1716","Togo","Africa","France","Y20142016","51.4"
"1717","Togo","Africa","France","Y20152017","51.4"
"1718","Togo","Africa","France","Y20162018","52.2"
"1719","Togo","Africa","France","Y20172019","56.8"
"1720","Togo","Africa","France","Y20182020","61.1"
"1721","Togo","Africa","France","Y20192021",""
"1722","Togo","Africa","France","Y20202022",""
"1723","Tunisia","Africa","France","Y20002002","93.5"
"1724","Tunisia","Africa","France","Y20012003","90.3"
"1725","Tunisia","Africa","France","Y20022004","88.4"
"1726","Tunisia","Africa","France","Y20032005","86.5"
"1727","Tunisia","Africa","France","Y20042006","88"
"1728","Tunisia","Africa","France","Y20052007","86.5"
"1729","Tunisia","Africa","France","Y20062008","90.4"
"1730","Tunisia","Africa","France","Y20072009","88.9"
"1731","Tunisia","Africa","France","Y20082010","91.4"
"1732","Tunisia","Africa","France","Y20092011","89"
"1733","Tunisia","Africa","France","Y20102012","92.1"
"1734","Tunisia","Africa","France","Y20112013","92.6"
"1735","Tunisia","Africa","France","Y20122014","94.7"
"1736","Tunisia","Africa","France","Y20132015","94.9"
"1737","Tunisia","Africa","France","Y20142016","95"
"1738","Tunisia","Africa","France","Y20152017","96.1"
"1739","Tunisia","Africa","France","Y20162018","97.7"
"1740","Tunisia","Africa","France","Y20172019","100.8"
"1741","Tunisia","Africa","France","Y20182020","102"
"1742","Tunisia","Africa","France","Y20192021",""
"1743","Tunisia","Africa","France","Y20202022",""
"1744","Uganda","Africa","United Kingdom of Great Britain and Northern Ireland","Y20002002","33.8"
"1745","Uganda","Africa","United Kingdom of Great Britain and Northern Ireland","Y20012003","36.2"
"1746","Uganda","Africa","United Kingdom of Great Britain and Northern Ireland","Y20022004","39.7"
"1747","Uganda","Africa","United Kingdom of Great Britain and Northern Ireland","Y20032005","42.4"
"1748","Uganda","Africa","United Kingdom of Great Britain and Northern Ireland","Y20042006","43.9"
"1749","Uganda","Africa","United Kingdom of Great Britain and Northern Ireland","Y20052007","43.9"
"1750","Uganda","Africa","United Kingdom of Great Britain and Northern Ireland","Y20062008","44.5"
"1751","Uganda","Africa","United Kingdom of Great Britain and Northern Ireland","Y20072009","45.2"
"1752","Uganda","Africa","United Kingdom of Great Britain and Northern Ireland","Y20082010","47.6"
"1753","Uganda","Africa","United Kingdom of Great Britain and Northern Ireland","Y20092011","49.1"
"1754","Uganda","Africa","United Kingdom of Great Britain and Northern Ireland","Y20102012","50"
"1755","Uganda","Africa","United Kingdom of Great Britain and Northern Ireland","Y20112013","49.1"
"1756","Uganda","Africa","United Kingdom of Great Britain and Northern Ireland","Y20122014","48.2"
"1757","Uganda","Africa","United Kingdom of Great Britain and Northern Ireland","Y20132015","47.3"
"1758","Uganda","Africa","United Kingdom of Great Britain and Northern Ireland","Y20142016","47"
"1759","Uganda","Africa","United Kingdom of Great Britain and Northern Ireland","Y20152017","46.7"
"1760","Uganda","Africa","United Kingdom of Great Britain and Northern Ireland","Y20162018","46.5"
"1761","Uganda","Africa","United Kingdom of Great Britain and Northern Ireland","Y20172019","44.8"
"1762","Uganda","Africa","United Kingdom of Great Britain and Northern Ireland","Y20182020","44"
"1763","Uganda","Africa","United Kingdom of Great Britain and Northern Ireland","Y20192021",""
"1764","Uganda","Africa","United Kingdom of Great Britain and Northern Ireland","Y20202022",""
"1765","Ukraine","Europe",NA,"Y20002002","75.3"
"1766","Ukraine","Europe",NA,"Y20012003","78.5"
"1767","Ukraine","Europe",NA,"Y20022004","83.2"
"1768","Ukraine","Europe",NA,"Y20032005","86.2"
"1769","Ukraine","Europe",NA,"Y20042006","89.1"
"1770","Ukraine","Europe",NA,"Y20052007","91.6"
"1771","Ukraine","Europe",NA,"Y20062008","94.3"
"1772","Ukraine","Europe",NA,"Y20072009","95.6"
"1773","Ukraine","Europe",NA,"Y20082010","94.7"
"1774","Ukraine","Europe",NA,"Y20092011","91.1"
"1775","Ukraine","Europe",NA,"Y20102012","88.7"
"1776","Ukraine","Europe",NA,"Y20112013","87.7"
"1777","Ukraine","Europe",NA,"Y20122014","89.6"
"1778","Ukraine","Europe",NA,"Y20132015","87.2"
"1779","Ukraine","Europe",NA,"Y20142016","83.7"
"1780","Ukraine","Europe",NA,"Y20152017","80"
"1781","Ukraine","Europe",NA,"Y20162018","82.4"
"1782","Ukraine","Europe",NA,"Y20172019","84.8"
"1783","Ukraine","Europe",NA,"Y20182020","85.9"
"1784","Ukraine","Europe",NA,"Y20192021",""
"1785","Ukraine","Europe",NA,"Y20202022",""
"1786","United Kingdom of Great Britain and Northern Ireland","Europe",NA,"Y20002002","139.3"
"1787","United Kingdom of Great Britain and Northern Ireland","Europe",NA,"Y20012003","136.9"
"1788","United Kingdom of Great Britain and Northern Ireland","Europe",NA,"Y20022004","135.4"
"1789","United Kingdom of Great Britain and Northern Ireland","Europe",NA,"Y20032005","136.8"
"1790","United Kingdom of Great Britain and Northern Ireland","Europe",NA,"Y20042006","141.4"
"1791","United Kingdom of Great Britain and Northern Ireland","Europe",NA,"Y20052007","142.5"
"1792","United Kingdom of Great Britain and Northern Ireland","Europe",NA,"Y20062008","142.7"
"1793","United Kingdom of Great Britain and Northern Ireland","Europe",NA,"Y20072009","140.2"
"1794","United Kingdom of Great Britain and Northern Ireland","Europe",NA,"Y20082010","141"
"1795","United Kingdom of Great Britain and Northern Ireland","Europe",NA,"Y20092011","140.7"
"1796","United Kingdom of Great Britain and Northern Ireland","Europe",NA,"Y20102012","140.6"
"1797","United Kingdom of Great Britain and Northern Ireland","Europe",NA,"Y20112013","139.3"
"1798","United Kingdom of Great Britain and Northern Ireland","Europe",NA,"Y20122014","139.2"
"1799","United Kingdom of Great Britain and Northern Ireland","Europe",NA,"Y20132015","139.2"
"1800","United Kingdom of Great Britain and Northern Ireland","Europe",NA,"Y20142016","138.8"
"1801","United Kingdom of Great Britain and Northern Ireland","Europe",NA,"Y20152017","139.1"
"1802","United Kingdom of Great Britain and Northern Ireland","Europe",NA,"Y20162018","138.9"
"1803","United Kingdom of Great Britain and Northern Ireland","Europe",NA,"Y20172019","141.3"
"1804","United Kingdom of Great Britain and Northern Ireland","Europe",NA,"Y20182020","143"
"1805","United Kingdom of Great Britain and Northern Ireland","Europe",NA,"Y20192021",""
"1806","United Kingdom of Great Britain and Northern Ireland","Europe",NA,"Y20202022",""
"1807","United Republic of Tanzania","Africa","United Kingdom of Great Britain and Northern Ireland","Y20002002","33.6"
"1808","United Republic of Tanzania","Africa","United Kingdom of Great Britain and Northern Ireland","Y20012003","35.7"
"1809","United Republic of Tanzania","Africa","United Kingdom of Great Britain and Northern Ireland","Y20022004","37.3"
"1810","United Republic of Tanzania","Africa","United Kingdom of Great Britain and Northern Ireland","Y20032005","40.1"
"1811","United Republic of Tanzania","Africa","United Kingdom of Great Britain and Northern Ireland","Y20042006","40.8"
"1812","United Republic of Tanzania","Africa","United Kingdom of Great Britain and Northern Ireland","Y20052007","43.2"
"1813","United Republic of Tanzania","Africa","United Kingdom of Great Britain and Northern Ireland","Y20062008","42.3"
"1814","United Republic of Tanzania","Africa","United Kingdom of Great Britain and Northern Ireland","Y20072009","42.6"
"1815","United Republic of Tanzania","Africa","United Kingdom of Great Britain and Northern Ireland","Y20082010","42.3"
"1816","United Republic of Tanzania","Africa","United Kingdom of Great Britain and Northern Ireland","Y20092011","45.5"
"1817","United Republic of Tanzania","Africa","United Kingdom of Great Britain and Northern Ireland","Y20102012","49.3"
"1818","United Republic of Tanzania","Africa","United Kingdom of Great Britain and Northern Ireland","Y20112013","52.3"
"1819","United Republic of Tanzania","Africa","United Kingdom of Great Britain and Northern Ireland","Y20122014","53"
"1820","United Republic of Tanzania","Africa","United Kingdom of Great Britain and Northern Ireland","Y20132015","53.5"
"1821","United Republic of Tanzania","Africa","United Kingdom of Great Britain and Northern Ireland","Y20142016","54.3"
"1822","United Republic of Tanzania","Africa","United Kingdom of Great Britain and Northern Ireland","Y20152017","55.5"
"1823","United Republic of Tanzania","Africa","United Kingdom of Great Britain and Northern Ireland","Y20162018","54.6"
"1824","United Republic of Tanzania","Africa","United Kingdom of Great Britain and Northern Ireland","Y20172019","54.8"
"1825","United Republic of Tanzania","Africa","United Kingdom of Great Britain and Northern Ireland","Y20182020","54.4"
"1826","United Republic of Tanzania","Africa","United Kingdom of Great Britain and Northern Ireland","Y20192021",""
"1827","United Republic of Tanzania","Africa","United Kingdom of Great Britain and Northern Ireland","Y20202022",""
"1828","Zambia","Africa","United Kingdom of Great Britain and Northern Ireland","Y20002002","32.3"
"1829","Zambia","Africa","United Kingdom of Great Britain and Northern Ireland","Y20012003","32.9"
"1830","Zambia","Africa","United Kingdom of Great Britain and Northern Ireland","Y20022004","34.9"
"1831","Zambia","Africa","United Kingdom of Great Britain and Northern Ireland","Y20032005","36.1"
"1832","Zambia","Africa","United Kingdom of Great Britain and Northern Ireland","Y20042006","36"
"1833","Zambia","Africa","United Kingdom of Great Britain and Northern Ireland","Y20052007","35"
"1834","Zambia","Africa","United Kingdom of Great Britain and Northern Ireland","Y20062008","34.4"
"1835","Zambia","Africa","United Kingdom of Great Britain and Northern Ireland","Y20072009","36.4"
"1836","Zambia","Africa","United Kingdom of Great Britain and Northern Ireland","Y20082010","40.3"
"1837","Zambia","Africa","United Kingdom of Great Britain and Northern Ireland","Y20092011","45.3"
"1838","Zambia","Africa","United Kingdom of Great Britain and Northern Ireland","Y20102012","49.6"
"1839","Zambia","Africa","United Kingdom of Great Britain and Northern Ireland","Y20112013","50.7"
"1840","Zambia","Africa","United Kingdom of Great Britain and Northern Ireland","Y20122014","50.5"
"1841","Zambia","Africa","United Kingdom of Great Britain and Northern Ireland","Y20132015","50.5"
"1842","Zambia","Africa","United Kingdom of Great Britain and Northern Ireland","Y20142016","50.7"
"1843","Zambia","Africa","United Kingdom of Great Britain and Northern Ireland","Y20152017","51"
"1844","Zambia","Africa","United Kingdom of Great Britain and Northern Ireland","Y20162018","50.8"
"1845","Zambia","Africa","United Kingdom of Great Britain and Northern Ireland","Y20172019","50.1"
"1846","Zambia","Africa","United Kingdom of Great Britain and Northern Ireland","Y20182020","49.2"
"1847","Zambia","Africa","United Kingdom of Great Britain and Northern Ireland","Y20192021",""
"1848","Zambia","Africa","United Kingdom of Great Britain and Northern Ireland","Y20202022",""
"1849","Zimbabwe","Africa","United Kingdom of Great Britain and Northern Ireland","Y20002002","53.2"
"1850","Zimbabwe","Africa","United Kingdom of Great Britain and Northern Ireland","Y20012003","54"
"1851","Zimbabwe","Africa","United Kingdom of Great Britain and Northern Ireland","Y20022004","54"
"1852","Zimbabwe","Africa","United Kingdom of Great Britain and Northern Ireland","Y20032005","54.2"
"1853","Zimbabwe","Africa","United Kingdom of Great Britain and Northern Ireland","Y20042006","54.3"
"1854","Zimbabwe","Africa","United Kingdom of Great Britain and Northern Ireland","Y20052007","54.8"
"1855","Zimbabwe","Africa","United Kingdom of Great Britain and Northern Ireland","Y20062008","56"
"1856","Zimbabwe","Africa","United Kingdom of Great Britain and Northern Ireland","Y20072009","57.5"
"1857","Zimbabwe","Africa","United Kingdom of Great Britain and Northern Ireland","Y20082010","64.2"
"1858","Zimbabwe","Africa","United Kingdom of Great Britain and Northern Ireland","Y20092011","70.8"
"1859","Zimbabwe","Africa","United Kingdom of Great Britain and Northern Ireland","Y20102012","76.1"
"1860","Zimbabwe","Africa","United Kingdom of Great Britain and Northern Ireland","Y20112013","74.8"
"1861","Zimbabwe","Africa","United Kingdom of Great Britain and Northern Ireland","Y20122014","72"
"1862","Zimbabwe","Africa","United Kingdom of Great Britain and Northern Ireland","Y20132015","71"
"1863","Zimbabwe","Africa","United Kingdom of Great Britain and Northern Ireland","Y20142016","69.9"
"1864","Zimbabwe","Africa","United Kingdom of Great Britain and Northern Ireland","Y20152017","68.6"
"1865","Zimbabwe","Africa","United Kingdom of Great Britain and Northern Ireland","Y20162018","66.9"
"1866","Zimbabwe","Africa","United Kingdom of Great Britain and Northern Ireland","Y20172019","63.6"
"1867","Zimbabwe","Africa","United Kingdom of Great Britain and Northern Ireland","Y20182020","63.3"
"1868","Zimbabwe","Africa","United Kingdom of Great Britain and Northern Ireland","Y20192021",""
"1869","Zimbabwe","Africa","United Kingdom of Great Britain and Northern Ireland","Y20202022",""
