"","Area","Region","YearPeriod","PrimaryColonizer","TotalProtein(AVG_g/cap/day)","AnimalProtein(AVG_g/cap/day)"
"1033","Malawi","Africa","Y20032005","United Kingdom of Great Britain and Northern Ireland","56","4"
"1034","Malawi","Africa","Y20042006","United Kingdom of Great Britain and Northern Ireland","57","4"
"1035","Malawi","Africa","Y20052007","United Kingdom of Great Britain and Northern Ireland","58.4","4"
"1036","Malawi","Africa","Y20062008","United Kingdom of Great Britain and Northern Ireland","60","4.3"
"1037","Malawi","Africa","Y20072009","United Kingdom of Great Britain and Northern Ireland","60.3","4.7"
"1038","Malawi","Africa","Y20082010","United Kingdom of Great Britain and Northern Ireland","63.1","5"
"1039","Malawi","Africa","Y20092011","United Kingdom of Great Britain and Northern Ireland","65.4","5.3"
"1040","Malawi","Africa","Y20102012","United Kingdom of Great Britain and Northern Ireland","68.7","6.4"
"1041","Malawi","Africa","Y20112013","United Kingdom of Great Britain and Northern Ireland","69","7"
"1042","Malawi","Africa","Y20122014","United Kingdom of Great Britain and Northern Ireland","68","8"
"1043","Malawi","Africa","Y20132015","United Kingdom of Great Britain and Northern Ireland","67.3","8.7"
"1044","Malawi","Africa","Y20142016","United Kingdom of Great Britain and Northern Ireland","67.4","10"
"1045","Malawi","Africa","Y20152017","United Kingdom of Great Britain and Northern Ireland","68.7","11.4"
"1046","Malawi","Africa","Y20162018","United Kingdom of Great Britain and Northern Ireland","69.7","12.7"
"1047","Malawi","Africa","Y20172019","United Kingdom of Great Britain and Northern Ireland","70.4","13.3"
"1048","Malawi","Africa","Y20182020","United Kingdom of Great Britain and Northern Ireland","71","13"
"1049","Malawi","Africa","Y20192021","United Kingdom of Great Britain and Northern Ireland","",""
"1050","Malawi","Africa","Y20202022","United Kingdom of Great Britain and Northern Ireland","",""
"1051","Mali","Africa","Y20002002","France","68","16.7"
"1052","Mali","Africa","Y20012003","France","69","17.7"
"1053","Mali","Africa","Y20022004","France","70","18.4"
"1054","Mali","Africa","Y20032005","France","71.7","19.7"
"1055","Mali","Africa","Y20042006","France","72.4","20.4"
"1056","Mali","Africa","Y20052007","France","74","21.3"
"1057","Mali","Africa","Y20062008","France","75.4","22"
"1058","Mali","Africa","Y20072009","France","77.7","23"
"1059","Mali","Africa","Y20082010","France","80.4","23.3"
"1060","Mali","Africa","Y20092011","France","83.1","23.7"
"1061","Mali","Africa","Y20102012","France","84","23"
"1062","Mali","Africa","Y20112013","France","83.3","22"
"1063","Mali","Africa","Y20122014","France","82","21"
"1064","Mali","Africa","Y20132015","France","80.6","19.6"
"1065","Mali","Africa","Y20142016","France","80","19"
"1066","Mali","Africa","Y20152017","France","79.7","18"
"1067","Mali","Africa","Y20162018","France","80","18"
"1068","Mali","Africa","Y20172019","France","79","15.6"
"1069","Mali","Africa","Y20182020","France","77.6","12.9"
"1070","Mali","Africa","Y20192021","France","",""
"1071","Mali","Africa","Y20202022","France","",""
"1072","Malta","Europe","Y20002002",NA,"109","56.7"
"1073","Malta","Europe","Y20012003",NA,"109.7","57.3"
"1074","Malta","Europe","Y20022004",NA,"110.7","58.7"
"1075","Malta","Europe","Y20032005",NA,"110.7","59"
"1076","Malta","Europe","Y20042006",NA,"110.7","59"
"1077","Malta","Europe","Y20052007",NA,"111.7","59.7"
"1078","Malta","Europe","Y20062008",NA,"112.3","61"
"1079","Malta","Europe","Y20072009",NA,"111.7","61"
"1080","Malta","Europe","Y20082010",NA,"109.3","59.7"
"1081","Malta","Europe","Y20092011",NA,"108","58.3"
"1082","Malta","Europe","Y20102012",NA,"107.3","58.3"
"1083","Malta","Europe","Y20112013",NA,"108.3","59.3"
"1084","Malta","Europe","Y20122014",NA,"110.7","62"
"1085","Malta","Europe","Y20132015",NA,"112.3","63"
"1086","Malta","Europe","Y20142016",NA,"113.3","64.3"
"1087","Malta","Europe","Y20152017",NA,"113.7","64.4"
"1088","Malta","Europe","Y20162018",NA,"113","64.3"
"1089","Malta","Europe","Y20172019",NA,"109.6","62.3"
"1090","Malta","Europe","Y20182020",NA,"107","61.7"
"1091","Malta","Europe","Y20192021",NA,"",""
"1092","Malta","Europe","Y20202022",NA,"",""
"1093","Mauritania","Africa","Y20002002","France","76.4","31"
"1094","Mauritania","Africa","Y20012003","France","79.4","31.7"
"1095","Mauritania","Africa","Y20022004","France","79.3","32"
"1096","Mauritania","Africa","Y20032005","France","79.3","32"
"1097","Mauritania","Africa","Y20042006","France","77.3","31.3"
"1098","Mauritania","Africa","Y20052007","France","78","30.7"
"1099","Mauritania","Africa","Y20062008","France","78","29.7"
"1100","Mauritania","Africa","Y20072009","France","78.7","29.3"
"1101","Mauritania","Africa","Y20082010","France","78.7","29.3"
"1102","Mauritania","Africa","Y20092011","France","79","29.7"
"1103","Mauritania","Africa","Y20102012","France","79","30"
"1104","Mauritania","Africa","Y20112013","France","79.3","30"
"1105","Mauritania","Africa","Y20122014","France","80","30"
"1106","Mauritania","Africa","Y20132015","France","81.4","30"
"1107","Mauritania","Africa","Y20142016","France","82","30"
"1108","Mauritania","Africa","Y20152017","France","81.3","29.7"
"1109","Mauritania","Africa","Y20162018","France","81.3","29.7"
"1110","Mauritania","Africa","Y20172019","France","81.7","30"
"1111","Mauritania","Africa","Y20182020","France","82.7","30"
"1112","Mauritania","Africa","Y20192021","France","",""
"1113","Mauritania","Africa","Y20202022","France","",""
"1114","Mauritius","Africa","Y20002002","United Kingdom of Great Britain and Northern Ireland","79.3","33.7"
"1115","Mauritius","Africa","Y20012003","United Kingdom of Great Britain and Northern Ireland","81","34.7"
"1116","Mauritius","Africa","Y20022004","United Kingdom of Great Britain and Northern Ireland","83","35.7"
"1117","Mauritius","Africa","Y20032005","United Kingdom of Great Britain and Northern Ireland","83.7","36"
"1118","Mauritius","Africa","Y20042006","United Kingdom of Great Britain and Northern Ireland","83.7","35.7"
"1119","Mauritius","Africa","Y20052007","United Kingdom of Great Britain and Northern Ireland","84","36"
"1120","Mauritius","Africa","Y20062008","United Kingdom of Great Britain and Northern Ireland","84.3","36.3"
"1121","Mauritius","Africa","Y20072009","United Kingdom of Great Britain and Northern Ireland","86.3","37.7"
"1122","Mauritius","Africa","Y20082010","United Kingdom of Great Britain and Northern Ireland","86.3","37.3"
"1123","Mauritius","Africa","Y20092011","United Kingdom of Great Britain and Northern Ireland","86.7","37.3"
"1124","Mauritius","Africa","Y20102012","United Kingdom of Great Britain and Northern Ireland","85.3","37"
"1125","Mauritius","Africa","Y20112013","United Kingdom of Great Britain and Northern Ireland","85.3","38"
"1126","Mauritius","Africa","Y20122014","United Kingdom of Great Britain and Northern Ireland","85.7","38.7"
"1127","Mauritius","Africa","Y20132015","United Kingdom of Great Britain and Northern Ireland","86.3","39"
"1128","Mauritius","Africa","Y20142016","United Kingdom of Great Britain and Northern Ireland","86","39"
"1129","Mauritius","Africa","Y20152017","United Kingdom of Great Britain and Northern Ireland","86","39"
"1130","Mauritius","Africa","Y20162018","United Kingdom of Great Britain and Northern Ireland","86","39.3"
"1131","Mauritius","Africa","Y20172019","United Kingdom of Great Britain and Northern Ireland","87","40"
"1132","Mauritius","Africa","Y20182020","United Kingdom of Great Britain and Northern Ireland","87.3","40"
"1133","Mauritius","Africa","Y20192021","United Kingdom of Great Britain and Northern Ireland","",""
"1134","Mauritius","Africa","Y20202022","United Kingdom of Great Britain and Northern Ireland","",""
"1135","Montenegro","Europe","Y20002002",NA,"",""
"1136","Montenegro","Europe","Y20012003",NA,"",""
"1137","Montenegro","Europe","Y20022004",NA,"",""
"1138","Montenegro","Europe","Y20032005",NA,"",""
"1139","Montenegro","Europe","Y20042006",NA,"33.7","18"
"1140","Montenegro","Europe","Y20052007",NA,"103.5","55"
"1141","Montenegro","Europe","Y20062008",NA,"105.7","56"
"1142","Montenegro","Europe","Y20072009",NA,"108.3","57"
"1143","Montenegro","Europe","Y20082010",NA,"108.7","57.7"
"1144","Montenegro","Europe","Y20092011",NA,"108.7","59.7"
"1145","Montenegro","Europe","Y20102012",NA,"107.7","61.7"
"1146","Montenegro","Europe","Y20112013",NA,"108.3","64"
"1147","Montenegro","Europe","Y20122014",NA,"107.3","64"
"1148","Montenegro","Europe","Y20132015",NA,"108.3","64.7"
"1149","Montenegro","Europe","Y20142016",NA,"109.3","65.7"
"1150","Montenegro","Europe","Y20152017",NA,"111","67.3"
"1151","Montenegro","Europe","Y20162018",NA,"112.3","68.7"
"1152","Montenegro","Europe","Y20172019",NA,"112.7","68.7"
"1153","Montenegro","Europe","Y20182020",NA,"112.7","68"
"1154","Montenegro","Europe","Y20192021",NA,"",""
"1155","Montenegro","Europe","Y20202022",NA,"",""
"1156","Morocco","Africa","Y20002002","France","84","16"
"1157","Morocco","Africa","Y20012003","France","86.4","16.7"
"1158","Morocco","Africa","Y20022004","France","88.3","17"
"1159","Morocco","Africa","Y20032005","France","88.7","17.3"
"1160","Morocco","Africa","Y20042006","France","90","18"
"1161","Morocco","Africa","Y20052007","France","89.7","18.7"
"1162","Morocco","Africa","Y20062008","France","90.3","19.3"
"1163","Morocco","Africa","Y20072009","France","90","20"
"1164","Morocco","Africa","Y20082010","France","91.7","21.3"
"1165","Morocco","Africa","Y20092011","France","93.7","22.7"
"1166","Morocco","Africa","Y20102012","France","95.3","24"
"1167","Morocco","Africa","Y20112013","France","96.3","24.7"
"1168","Morocco","Africa","Y20122014","France","97","25.3"
"1169","Morocco","Africa","Y20132015","France","98","26"
"1170","Morocco","Africa","Y20142016","France","98.7","26.7"
"1171","Morocco","Africa","Y20152017","France","99","27"
"1172","Morocco","Africa","Y20162018","France","99.7","27.3"
"1173","Morocco","Africa","Y20172019","France","99.7","28"
"1174","Morocco","Africa","Y20182020","France","99.7","28.7"
"1175","Morocco","Africa","Y20192021","France","",""
"1176","Morocco","Africa","Y20202022","France","",""
"1177","Mozambique","Africa","Y20002002","Portugal","36.4","4.3"
"1178","Mozambique","Africa","Y20012003","Portugal","37.7","4"
"1179","Mozambique","Africa","Y20022004","Portugal","39.4","4.3"
"1180","Mozambique","Africa","Y20032005","Portugal","40","4.7"
"1181","Mozambique","Africa","Y20042006","Portugal","41","4.7"
"1182","Mozambique","Africa","Y20052007","Portugal","42","4.3"
"1183","Mozambique","Africa","Y20062008","Portugal","43","4.3"
"1184","Mozambique","Africa","Y20072009","Portugal","43","4.7"
"1185","Mozambique","Africa","Y20082010","Portugal","44.7","5"
"1186","Mozambique","Africa","Y20092011","Portugal","46.7","5"
"1187","Mozambique","Africa","Y20102012","Portugal","49.4","5.3"
"1188","Mozambique","Africa","Y20112013","Portugal","49","5.7"
"1189","Mozambique","Africa","Y20122014","Portugal","46.9","6.3"
"1190","Mozambique","Africa","Y20132015","Portugal","43.6","6.7"
"1191","Mozambique","Africa","Y20142016","Portugal","41","7"
"1192","Mozambique","Africa","Y20152017","Portugal","40.7","7.3"
"1193","Mozambique","Africa","Y20162018","Portugal","43.4","7.3"
"1194","Mozambique","Africa","Y20172019","Portugal","44.7","7.3"
"1195","Mozambique","Africa","Y20182020","Portugal","45.3","7"
"1196","Mozambique","Africa","Y20192021","Portugal","",""
"1197","Mozambique","Africa","Y20202022","Portugal","",""
"1198","Namibia","Africa","Y20002002","Germany","65.3","25.6"
"1199","Namibia","Africa","Y20012003","Germany","64.3","24.3"
"1200","Namibia","Africa","Y20022004","Germany","63","23.7"
"1201","Namibia","Africa","Y20032005","Germany","63.3","24"
"1202","Namibia","Africa","Y20042006","Germany","63","23.7"
"1203","Namibia","Africa","Y20052007","Germany","63.3","23.7"
"1204","Namibia","Africa","Y20062008","Germany","63.7","24.3"
"1205","Namibia","Africa","Y20072009","Germany","62.6","24.3"
"1206","Namibia","Africa","Y20082010","Germany","61.3","24"
"1207","Namibia","Africa","Y20092011","Germany","60.7","23.3"
"1208","Namibia","Africa","Y20102012","Germany","61.7","23"
"1209","Namibia","Africa","Y20112013","Germany","62","22"
"1210","Namibia","Africa","Y20122014","Germany","62","21"
"1211","Namibia","Africa","Y20132015","Germany","62","21"
"1212","Namibia","Africa","Y20142016","Germany","63","21.7"
"1213","Namibia","Africa","Y20152017","Germany","64","22.3"
"1214","Namibia","Africa","Y20162018","Germany","64.7","22.7"
"1215","Namibia","Africa","Y20172019","Germany","64.3","22"
"1216","Namibia","Africa","Y20182020","Germany","65","22"
"1217","Namibia","Africa","Y20192021","Germany","",""
"1218","Namibia","Africa","Y20202022","Germany","",""
"1219","Netherlands (Kingdom of the)","Europe","Y20002002",NA,"105.7","73.7"
"1220","Netherlands (Kingdom of the)","Europe","Y20012003",NA,"102.3","70"
"1221","Netherlands (Kingdom of the)","Europe","Y20022004",NA,"101.3","68.3"
"1222","Netherlands (Kingdom of the)","Europe","Y20032005",NA,"102.3","68.7"
"1223","Netherlands (Kingdom of the)","Europe","Y20042006",NA,"106","72.3"
"1224","Netherlands (Kingdom of the)","Europe","Y20052007",NA,"106.3","72"
"1225","Netherlands (Kingdom of the)","Europe","Y20062008",NA,"107.3","72.7"
"1226","Netherlands (Kingdom of the)","Europe","Y20072009",NA,"108","73"
"1227","Netherlands (Kingdom of the)","Europe","Y20082010",NA,"108.3","73.7"
"1228","Netherlands (Kingdom of the)","Europe","Y20092011",NA,"108","73"
"1229","Netherlands (Kingdom of the)","Europe","Y20102012",NA,"108.7","73"
"1230","Netherlands (Kingdom of the)","Europe","Y20112013",NA,"110","74"
"1231","Netherlands (Kingdom of the)","Europe","Y20122014",NA,"110.3","74.3"
"1232","Netherlands (Kingdom of the)","Europe","Y20132015",NA,"108.7","73"
"1233","Netherlands (Kingdom of the)","Europe","Y20142016",NA,"107.3","72"
"1234","Netherlands (Kingdom of the)","Europe","Y20152017",NA,"105.3","69.3"
"1235","Netherlands (Kingdom of the)","Europe","Y20162018",NA,"104","67.3"
"1236","Netherlands (Kingdom of the)","Europe","Y20172019",NA,"104","65.3"
"1237","Netherlands (Kingdom of the)","Europe","Y20182020",NA,"107.3","67.3"
"1238","Netherlands (Kingdom of the)","Europe","Y20192021",NA,"",""
"1239","Netherlands (Kingdom of the)","Europe","Y20202022",NA,"",""
"1240","Niger","Africa","Y20002002","France","68","15.3"
"1241","Niger","Africa","Y20012003","France","69.7","16"
"1242","Niger","Africa","Y20022004","France","71.1","16.7"
"1243","Niger","Africa","Y20032005","France","73.4","17"
"1244","Niger","Africa","Y20042006","France","74.3","17"
"1245","Niger","Africa","Y20052007","France","75.4","17"
"1246","Niger","Africa","Y20062008","France","77","17"
"1247","Niger","Africa","Y20072009","France","78","16.7"
"1248","Niger","Africa","Y20082010","France","80.4","14.2"
"1249","Niger","Africa","Y20092011","France","80.7","11.9"
"1250","Niger","Africa","Y20102012","France","81.3","10"
"1251","Niger","Africa","Y20112013","France","80","10"
"1252","Niger","Africa","Y20122014","France","79.7","10"
"1253","Niger","Africa","Y20132015","France","80","10"
"1254","Niger","Africa","Y20142016","France","81.1","10"
"1255","Niger","Africa","Y20152017","France","82","10"
"1256","Niger","Africa","Y20162018","France","83","10"
"1257","Niger","Africa","Y20172019","France","83.4","10"
"1258","Niger","Africa","Y20182020","France","83.7","10"
"1259","Niger","Africa","Y20192021","France","",""
"1260","Niger","Africa","Y20202022","France","",""
"1261","Nigeria","Africa","Y20002002","United Kingdom of Great Britain and Northern Ireland","58","7.7"
"1262","Nigeria","Africa","Y20012003","United Kingdom of Great Britain and Northern Ireland","58.3","8"
"1263","Nigeria","Africa","Y20022004","United Kingdom of Great Britain and Northern Ireland","59","8"
"1264","Nigeria","Africa","Y20032005","United Kingdom of Great Britain and Northern Ireland","60.4","8"
"1265","Nigeria","Africa","Y20042006","United Kingdom of Great Britain and Northern Ireland","61.7","8.3"
"1266","Nigeria","Africa","Y20052007","United Kingdom of Great Britain and Northern Ireland","63","9"
"1267","Nigeria","Africa","Y20062008","United Kingdom of Great Britain and Northern Ireland","63.3","9.3"
"1268","Nigeria","Africa","Y20072009","United Kingdom of Great Britain and Northern Ireland","63.7","9.3"
"1269","Nigeria","Africa","Y20082010","United Kingdom of Great Britain and Northern Ireland","63","9"
"1270","Nigeria","Africa","Y20092011","United Kingdom of Great Britain and Northern Ireland","62.3","9"
"1271","Nigeria","Africa","Y20102012","United Kingdom of Great Britain and Northern Ireland","61","8.7"
"1272","Nigeria","Africa","Y20112013","United Kingdom of Great Britain and Northern Ireland","60.3","8.3"
"1273","Nigeria","Africa","Y20122014","United Kingdom of Great Britain and Northern Ireland","60.3","8.3"
"1274","Nigeria","Africa","Y20132015","United Kingdom of Great Britain and Northern Ireland","60","8.3"
"1275","Nigeria","Africa","Y20142016","United Kingdom of Great Britain and Northern Ireland","60","8"
"1276","Nigeria","Africa","Y20152017","United Kingdom of Great Britain and Northern Ireland","59.7","7.3"
"1277","Nigeria","Africa","Y20162018","United Kingdom of Great Britain and Northern Ireland","60","7"
"1278","Nigeria","Africa","Y20172019","United Kingdom of Great Britain and Northern Ireland","59.7","7"
"1279","Nigeria","Africa","Y20182020","United Kingdom of Great Britain and Northern Ireland","59","6.7"
"1280","Nigeria","Africa","Y20192021","United Kingdom of Great Britain and Northern Ireland","",""
"1281","Nigeria","Africa","Y20202022","United Kingdom of Great Britain and Northern Ireland","",""
"1282","North Macedonia","Europe","Y20002002",NA,"71","26.3"
"1283","North Macedonia","Europe","Y20012003",NA,"71.3","27"
"1284","North Macedonia","Europe","Y20022004",NA,"73.7","28.7"
"1285","North Macedonia","Europe","Y20032005",NA,"72.7","29"
"1286","North Macedonia","Europe","Y20042006",NA,"73.3","29.7"
"1287","North Macedonia","Europe","Y20052007",NA,"74.3","31.7"
"1288","North Macedonia","Europe","Y20062008",NA,"75.7","32.7"
"1289","North Macedonia","Europe","Y20072009",NA,"77.7","33.3"
"1290","North Macedonia","Europe","Y20082010",NA,"77.7","32"
"1291","North Macedonia","Europe","Y20092011",NA,"78","31.7"
"1292","North Macedonia","Europe","Y20102012",NA,"77.3","31.7"
"1293","North Macedonia","Europe","Y20112013",NA,"77.3","31.7"
"1294","North Macedonia","Europe","Y20122014",NA,"78.3","32"
"1295","North Macedonia","Europe","Y20132015",NA,"79.7","32.3"
"1296","North Macedonia","Europe","Y20142016",NA,"81","33"
"1297","North Macedonia","Europe","Y20152017",NA,"81.7","34"
"1298","North Macedonia","Europe","Y20162018",NA,"82.7","35.3"
"1299","North Macedonia","Europe","Y20172019",NA,"83.7","36"
"1300","North Macedonia","Europe","Y20182020",NA,"85","36.3"
"1301","North Macedonia","Europe","Y20192021",NA,"",""
"1302","North Macedonia","Europe","Y20202022",NA,"",""
"1303","Norway","Europe","Y20002002",NA,"105","64"
"1304","Norway","Europe","Y20012003",NA,"104.3","63.3"
"1305","Norway","Europe","Y20022004",NA,"104","63"
"1306","Norway","Europe","Y20032005",NA,"104","62.7"
"1307","Norway","Europe","Y20042006",NA,"104.7","63"
"1308","Norway","Europe","Y20052007",NA,"105.7","63.3"
"1309","Norway","Europe","Y20062008",NA,"107","64"
"1310","Norway","Europe","Y20072009",NA,"108.3","64.7"
"1311","Norway","Europe","Y20082010",NA,"111.7","65.7"
"1312","Norway","Europe","Y20092011",NA,"114","66.3"
"1313","Norway","Europe","Y20102012",NA,"116.3","67"
"1314","Norway","Europe","Y20112013",NA,"115.3","66.3"
"1315","Norway","Europe","Y20122014",NA,"113.6","65.3"
"1316","Norway","Europe","Y20132015",NA,"112.3","65"
"1317","Norway","Europe","Y20142016",NA,"111.7","65.3"
"1318","Norway","Europe","Y20152017",NA,"112.3","66.7"
"1319","Norway","Europe","Y20162018",NA,"113.7","66.7"
"1320","Norway","Europe","Y20172019",NA,"115","66"
"1321","Norway","Europe","Y20182020",NA,"116.7","65"
"1322","Norway","Europe","Y20192021",NA,"",""
"1323","Norway","Europe","Y20202022",NA,"",""
"1324","Poland","Europe","Y20002002",NA,"99.3","49.7"
"1325","Poland","Europe","Y20012003",NA,"100","50.3"
"1326","Poland","Europe","Y20022004",NA,"100","50.3"
"1327","Poland","Europe","Y20032005",NA,"99.3","49.7"
"1328","Poland","Europe","Y20042006",NA,"98.3","49"
"1329","Poland","Europe","Y20052007",NA,"98.3","49.3"
"1330","Poland","Europe","Y20062008",NA,"98","49.3"
"1331","Poland","Europe","Y20072009",NA,"98.7","50"
"1332","Poland","Europe","Y20082010",NA,"100","51.3"
"1333","Poland","Europe","Y20092011",NA,"101.7","53"
"1334","Poland","Europe","Y20102012",NA,"102","53.7"
"1335","Poland","Europe","Y20112013",NA,"101.3","53.3"
"1336","Poland","Europe","Y20122014",NA,"100.7","52.7"
"1337","Poland","Europe","Y20132015",NA,"100.3","53"
"1338","Poland","Europe","Y20142016",NA,"101","54.3"
"1339","Poland","Europe","Y20152017",NA,"102.7","56"
"1340","Poland","Europe","Y20162018",NA,"104.3","57.3"
"1341","Poland","Europe","Y20172019",NA,"106","58.7"
"1342","Poland","Europe","Y20182020",NA,"107.7","60.7"
"1343","Poland","Europe","Y20192021",NA,"",""
"1344","Poland","Europe","Y20202022",NA,"",""
"1345","Portugal","Europe","Y20002002",NA,"112.7","67.7"
"1346","Portugal","Europe","Y20012003",NA,"112","67"
"1347","Portugal","Europe","Y20022004",NA,"111.7","66.3"
"1348","Portugal","Europe","Y20032005",NA,"112","66.7"
"1349","Portugal","Europe","Y20042006",NA,"113","68"
"1350","Portugal","Europe","Y20052007",NA,"114.3","70"
"1351","Portugal","Europe","Y20062008",NA,"114.7","71"
"1352","Portugal","Europe","Y20072009",NA,"115","71.3"
"1353","Portugal","Europe","Y20082010",NA,"114.7","71"
"1354","Portugal","Europe","Y20092011",NA,"114.3","71"
"1355","Portugal","Europe","Y20102012",NA,"113.3","70.3"
"1356","Portugal","Europe","Y20112013",NA,"111.7","69"
"1357","Portugal","Europe","Y20122014",NA,"111","68"
"1358","Portugal","Europe","Y20132015",NA,"111.3","68.3"
"1359","Portugal","Europe","Y20142016",NA,"112","69.3"
"1360","Portugal","Europe","Y20152017",NA,"113","70.3"
"1361","Portugal","Europe","Y20162018",NA,"115","73"
"1362","Portugal","Europe","Y20172019",NA,"116.7","75"
"1363","Portugal","Europe","Y20182020",NA,"117.7","76.3"
"1364","Portugal","Europe","Y20192021",NA,"",""
"1365","Portugal","Europe","Y20202022",NA,"",""
"1366","Republic of Moldova","Europe","Y20002002",NA,"68.7","25"
"1367","Republic of Moldova","Europe","Y20012003",NA,"69","26.3"
"1368","Republic of Moldova","Europe","Y20022004",NA,"70.3","27.7"
"1369","Republic of Moldova","Europe","Y20032005",NA,"71.6","30"
"1370","Republic of Moldova","Europe","Y20042006",NA,"73.7","32.3"
"1371","Republic of Moldova","Europe","Y20052007",NA,"73.4","33.7"
"1372","Republic of Moldova","Europe","Y20062008",NA,"72.3","33"
"1373","Republic of Moldova","Europe","Y20072009",NA,"70.3","32"
"1374","Republic of Moldova","Europe","Y20082010",NA,"70.3","30.7"
"1375","Republic of Moldova","Europe","Y20092011",NA,"70","29.7"
"1376","Republic of Moldova","Europe","Y20102012",NA,"70.3","28.7"
"1377","Republic of Moldova","Europe","Y20112013",NA,"69.7","28.7"
"1378","Republic of Moldova","Europe","Y20122014",NA,"69.3","28.3"
"1379","Republic of Moldova","Europe","Y20132015",NA,"69.7","28.7"
"1380","Republic of Moldova","Europe","Y20142016",NA,"70.3","29"
"1381","Republic of Moldova","Europe","Y20152017",NA,"70.7","29.3"
"1382","Republic of Moldova","Europe","Y20162018",NA,"71","29.3"
"1383","Republic of Moldova","Europe","Y20172019",NA,"70.3","28.3"
"1384","Republic of Moldova","Europe","Y20182020",NA,"69.3","27.7"
"1385","Republic of Moldova","Europe","Y20192021",NA,"",""
"1386","Republic of Moldova","Europe","Y20202022",NA,"",""
"1387","Romania","Europe","Y20002002",NA,"98.6","43.7"
"1388","Romania","Europe","Y20012003",NA,"102.6","46.6"
"1389","Romania","Europe","Y20022004",NA,"105.3","48.7"
"1390","Romania","Europe","Y20032005",NA,"106.7","50.7"
"1391","Romania","Europe","Y20042006",NA,"107.3","52"
"1392","Romania","Europe","Y20052007",NA,"108","54"
"1393","Romania","Europe","Y20062008",NA,"108.7","54.7"
"1394","Romania","Europe","Y20072009",NA,"109","54.7"
"1395","Romania","Europe","Y20082010",NA,"107.7","53"
"1396","Romania","Europe","Y20092011",NA,"105.7","50.7"
"1397","Romania","Europe","Y20102012",NA,"103.7","48.7"
"1398","Romania","Europe","Y20112013",NA,"103","47.3"
"1399","Romania","Europe","Y20122014",NA,"103","48.3"
"1400","Romania","Europe","Y20132015",NA,"104.7","50.3"
"1401","Romania","Europe","Y20142016",NA,"106.7","53.3"
"1402","Romania","Europe","Y20152017",NA,"108.3","54.3"
"1403","Romania","Europe","Y20162018",NA,"108.7","54.3"
"1404","Romania","Europe","Y20172019",NA,"108","53.3"
"1405","Romania","Europe","Y20182020",NA,"107","53"
"1406","Romania","Europe","Y20192021",NA,"",""
"1407","Romania","Europe","Y20202022",NA,"",""
"1408","Russian Federation","Europe","Y20002002",NA,"86.3","41.7"
"1409","Russian Federation","Europe","Y20012003",NA,"88","42.7"
"1410","Russian Federation","Europe","Y20022004",NA,"89.3","43.7"
"1411","Russian Federation","Europe","Y20032005",NA,"91.3","45"
"1412","Russian Federation","Europe","Y20042006",NA,"93","46.3"
"1413","Russian Federation","Europe","Y20052007",NA,"95.7","48.7"
"1414","Russian Federation","Europe","Y20062008",NA,"97.3","50.3"
"1415","Russian Federation","Europe","Y20072009",NA,"98.7","52"
"1416","Russian Federation","Europe","Y20082010",NA,"99.3","53"
"1417","Russian Federation","Europe","Y20092011",NA,"100","53.7"
"1418","Russian Federation","Europe","Y20102012",NA,"101.3","54.7"
"1419","Russian Federation","Europe","Y20112013",NA,"102","55.3"
"1420","Russian Federation","Europe","Y20122014",NA,"102.3","55.7"
"1421","Russian Federation","Europe","Y20132015",NA,"102","54.7"
"1422","Russian Federation","Europe","Y20142016",NA,"101.7","53.7"
"1423","Russian Federation","Europe","Y20152017",NA,"101.7","53.3"
"1424","Russian Federation","Europe","Y20162018",NA,"102","54"
"1425","Russian Federation","Europe","Y20172019",NA,"103","55"
"1426","Russian Federation","Europe","Y20182020",NA,"104","55.7"
"1427","Russian Federation","Europe","Y20192021",NA,"",""
"1428","Russian Federation","Europe","Y20202022",NA,"",""
"1429","Rwanda","Africa","Y20002002","Belgium","45","3"
"1430","Rwanda","Africa","Y20012003","Belgium","46.3","3.3"
"1431","Rwanda","Africa","Y20022004","Belgium","47","3.7"
"1432","Rwanda","Africa","Y20032005","Belgium","47.3","4"
"1433","Rwanda","Africa","Y20042006","Belgium","48.4","4"
"1434","Rwanda","Africa","Y20052007","Belgium","50","4.3"
"1435","Rwanda","Africa","Y20062008","Belgium","51.7","4.7"
"1436","Rwanda","Africa","Y20072009","Belgium","53.4","5"
"1437","Rwanda","Africa","Y20082010","Belgium","56.4","5.3"
"1438","Rwanda","Africa","Y20092011","Belgium","58.4","6"
"1439","Rwanda","Africa","Y20102012","Belgium","59.6","6.7"
"1440","Rwanda","Africa","Y20112013","Belgium","59","7"
"1441","Rwanda","Africa","Y20122014","Belgium","59","7"
"1442","Rwanda","Africa","Y20132015","Belgium","59","7.3"
"1443","Rwanda","Africa","Y20142016","Belgium","59.3","7.7"
"1444","Rwanda","Africa","Y20152017","Belgium","59.7","8"
"1445","Rwanda","Africa","Y20162018","Belgium","59.7","7.7"
"1446","Rwanda","Africa","Y20172019","Belgium","59","7.3"
"1447","Rwanda","Africa","Y20182020","Belgium","57.6","7"
"1448","Rwanda","Africa","Y20192021","Belgium","",""
"1449","Rwanda","Africa","Y20202022","Belgium","",""
"1450","Sao Tome and Principe","Africa","Y20002002","Portugal","51","12"
"1451","Sao Tome and Principe","Africa","Y20012003","Portugal","53.1","13.4"
"1452","Sao Tome and Principe","Africa","Y20022004","Portugal","55.4","15"
