"","Area","Region","YearPeriod","PrimaryColonizer","AVG_PercentFemale","AVG_PercentMale"
"1314","Niger","Africa","Y20112013","France","",""
"1315","Niger","Africa","Y20122014","France","",""
"1316","Niger","Africa","Y20132015","France","",""
"1317","Niger","Africa","Y20142016","France","",""
"1318","Niger","Africa","Y20152017","France","",""
"1319","Niger","Africa","Y20162018","France","10.2","9.8"
"1320","Niger","Africa","Y20172019","France","12.2","11.7"
"1321","Niger","Africa","Y20182020","France","17.1","16"
"1322","Niger","Africa","Y20192021","France","",""
"1323","Niger","Africa","Y20202022","France","31.6","29.4"
"1324","Nigeria","Africa","Y20002002","United Kingdom of Great Britain and Northern Ireland","",""
"1325","Nigeria","Africa","Y20012003","United Kingdom of Great Britain and Northern Ireland","",""
"1326","Nigeria","Africa","Y20022004","United Kingdom of Great Britain and Northern Ireland","",""
"1327","Nigeria","Africa","Y20032005","United Kingdom of Great Britain and Northern Ireland","",""
"1328","Nigeria","Africa","Y20042006","United Kingdom of Great Britain and Northern Ireland","",""
"1329","Nigeria","Africa","Y20052007","United Kingdom of Great Britain and Northern Ireland","",""
"1330","Nigeria","Africa","Y20062008","United Kingdom of Great Britain and Northern Ireland","",""
"1331","Nigeria","Africa","Y20072009","United Kingdom of Great Britain and Northern Ireland","",""
"1332","Nigeria","Africa","Y20082010","United Kingdom of Great Britain and Northern Ireland","",""
"1333","Nigeria","Africa","Y20092011","United Kingdom of Great Britain and Northern Ireland","",""
"1334","Nigeria","Africa","Y20102012","United Kingdom of Great Britain and Northern Ireland","",""
"1335","Nigeria","Africa","Y20112013","United Kingdom of Great Britain and Northern Ireland","",""
"1336","Nigeria","Africa","Y20122014","United Kingdom of Great Britain and Northern Ireland","",""
"1337","Nigeria","Africa","Y20132015","United Kingdom of Great Britain and Northern Ireland","",""
"1338","Nigeria","Africa","Y20142016","United Kingdom of Great Britain and Northern Ireland","10","12.1"
"1339","Nigeria","Africa","Y20152017","United Kingdom of Great Britain and Northern Ireland","10.7","13.9"
"1340","Nigeria","Africa","Y20162018","United Kingdom of Great Britain and Northern Ireland","12.5","14.7"
"1341","Nigeria","Africa","Y20172019","United Kingdom of Great Britain and Northern Ireland","14.8","15.3"
"1342","Nigeria","Africa","Y20182020","United Kingdom of Great Britain and Northern Ireland","17.8","16.9"
"1343","Nigeria","Africa","Y20192021","United Kingdom of Great Britain and Northern Ireland","20","19.5"
"1344","Nigeria","Africa","Y20202022","United Kingdom of Great Britain and Northern Ireland","21.5","21"
"1345","North Macedonia","Europe","Y20002002",NA,"",""
"1346","North Macedonia","Europe","Y20012003",NA,"",""
"1347","North Macedonia","Europe","Y20022004",NA,"",""
"1348","North Macedonia","Europe","Y20032005",NA,"",""
"1349","North Macedonia","Europe","Y20042006",NA,"",""
"1350","North Macedonia","Europe","Y20052007",NA,"",""
"1351","North Macedonia","Europe","Y20062008",NA,"",""
"1352","North Macedonia","Europe","Y20072009",NA,"",""
"1353","North Macedonia","Europe","Y20082010",NA,"",""
"1354","North Macedonia","Europe","Y20092011",NA,"",""
"1355","North Macedonia","Europe","Y20102012",NA,"",""
"1356","North Macedonia","Europe","Y20112013",NA,"",""
"1357","North Macedonia","Europe","Y20122014",NA,"",""
"1358","North Macedonia","Europe","Y20132015",NA,"",""
"1359","North Macedonia","Europe","Y20142016",NA,"3.7","3.4"
"1360","North Macedonia","Europe","Y20152017",NA,"3.4","2.8"
"1361","North Macedonia","Europe","Y20162018",NA,"3","3.2"
"1362","North Macedonia","Europe","Y20172019",NA,"3.4","2.9"
"1363","North Macedonia","Europe","Y20182020",NA,"4.9","5.2"
"1364","North Macedonia","Europe","Y20192021",NA,"6.3","5.6"
"1365","North Macedonia","Europe","Y20202022",NA,"7.3","6.4"
"1366","Norway","Europe","Y20002002",NA,"",""
"1367","Norway","Europe","Y20012003",NA,"",""
"1368","Norway","Europe","Y20022004",NA,"",""
"1369","Norway","Europe","Y20032005",NA,"",""
"1370","Norway","Europe","Y20042006",NA,"",""
"1371","Norway","Europe","Y20052007",NA,"",""
"1372","Norway","Europe","Y20062008",NA,"",""
"1373","Norway","Europe","Y20072009",NA,"",""
"1374","Norway","Europe","Y20082010",NA,"",""
"1375","Norway","Europe","Y20092011",NA,"",""
"1376","Norway","Europe","Y20102012",NA,"",""
"1377","Norway","Europe","Y20112013",NA,"",""
"1378","Norway","Europe","Y20122014",NA,"",""
"1379","Norway","Europe","Y20132015",NA,"",""
"1380","Norway","Europe","Y20142016",NA,"1.3","1"
"1381","Norway","Europe","Y20152017",NA,"1.3","1.1"
"1382","Norway","Europe","Y20162018",NA,"1.1","1.1"
"1383","Norway","Europe","Y20172019",NA,"1.2","1.1"
"1384","Norway","Europe","Y20182020",NA,"0.7","1.2"
"1385","Norway","Europe","Y20192021",NA,"0.8","1.3"
"1386","Norway","Europe","Y20202022",NA,"0.7","1.7"
"1387","Poland","Europe","Y20002002",NA,"",""
"1388","Poland","Europe","Y20012003",NA,"",""
"1389","Poland","Europe","Y20022004",NA,"",""
"1390","Poland","Europe","Y20032005",NA,"",""
"1391","Poland","Europe","Y20042006",NA,"",""
"1392","Poland","Europe","Y20052007",NA,"",""
"1393","Poland","Europe","Y20062008",NA,"",""
"1394","Poland","Europe","Y20072009",NA,"",""
"1395","Poland","Europe","Y20082010",NA,"",""
"1396","Poland","Europe","Y20092011",NA,"",""
"1397","Poland","Europe","Y20102012",NA,"",""
"1398","Poland","Europe","Y20112013",NA,"",""
"1399","Poland","Europe","Y20122014",NA,"",""
"1400","Poland","Europe","Y20132015",NA,"",""
"1401","Poland","Europe","Y20142016",NA,"1.9","1.7"
"1402","Poland","Europe","Y20152017",NA,"1.4","1"
"1403","Poland","Europe","Y20162018",NA,"0.8","0.7"
"1404","Poland","Europe","Y20172019",NA,"<0.5","0.5"
"1405","Poland","Europe","Y20182020",NA,"<0.5","0.5"
"1406","Poland","Europe","Y20192021",NA,"1","0.8"
"1407","Poland","Europe","Y20202022",NA,"1.1","0.9"
"1408","Portugal","Europe","Y20002002",NA,"",""
"1409","Portugal","Europe","Y20012003",NA,"",""
"1410","Portugal","Europe","Y20022004",NA,"",""
"1411","Portugal","Europe","Y20032005",NA,"",""
"1412","Portugal","Europe","Y20042006",NA,"",""
"1413","Portugal","Europe","Y20052007",NA,"",""
"1414","Portugal","Europe","Y20062008",NA,"",""
"1415","Portugal","Europe","Y20072009",NA,"",""
"1416","Portugal","Europe","Y20082010",NA,"",""
"1417","Portugal","Europe","Y20092011",NA,"",""
"1418","Portugal","Europe","Y20102012",NA,"",""
"1419","Portugal","Europe","Y20112013",NA,"",""
"1420","Portugal","Europe","Y20122014",NA,"",""
"1421","Portugal","Europe","Y20132015",NA,"",""
"1422","Portugal","Europe","Y20142016",NA,"4.4","3.8"
"1423","Portugal","Europe","Y20152017",NA,"3.9","3.2"
"1424","Portugal","Europe","Y20162018",NA,"3.5","3"
"1425","Portugal","Europe","Y20172019",NA,"3.3","2.5"
"1426","Portugal","Europe","Y20182020",NA,"2.9","3.5"
"1427","Portugal","Europe","Y20192021",NA,"2.9","3.5"
"1428","Portugal","Europe","Y20202022",NA,"3.5","4.2"
"1429","Republic of Moldova","Europe","Y20002002",NA,"",""
"1430","Republic of Moldova","Europe","Y20012003",NA,"",""
"1431","Republic of Moldova","Europe","Y20022004",NA,"",""
"1432","Republic of Moldova","Europe","Y20032005",NA,"",""
"1433","Republic of Moldova","Europe","Y20042006",NA,"",""
"1434","Republic of Moldova","Europe","Y20052007",NA,"",""
"1435","Republic of Moldova","Europe","Y20062008",NA,"",""
"1436","Republic of Moldova","Europe","Y20072009",NA,"",""
"1437","Republic of Moldova","Europe","Y20082010",NA,"",""
"1438","Republic of Moldova","Europe","Y20092011",NA,"",""
"1439","Republic of Moldova","Europe","Y20102012",NA,"",""
"1440","Republic of Moldova","Europe","Y20112013",NA,"",""
"1441","Republic of Moldova","Europe","Y20122014",NA,"",""
"1442","Republic of Moldova","Europe","Y20132015",NA,"",""
"1443","Republic of Moldova","Europe","Y20142016",NA,"1.6","1.6"
"1444","Republic of Moldova","Europe","Y20152017",NA,"2.3","2.1"
"1445","Republic of Moldova","Europe","Y20162018",NA,"2.8","2.9"
"1446","Republic of Moldova","Europe","Y20172019",NA,"4.5","3.5"
"1447","Republic of Moldova","Europe","Y20182020",NA,"4.6","4.5"
"1448","Republic of Moldova","Europe","Y20192021",NA,"5.3","4.5"
"1449","Republic of Moldova","Europe","Y20202022",NA,"5.1","4.5"
"1450","Romania","Europe","Y20002002",NA,"",""
"1451","Romania","Europe","Y20012003",NA,"",""
"1452","Romania","Europe","Y20022004",NA,"",""
"1453","Romania","Europe","Y20032005",NA,"",""
"1454","Romania","Europe","Y20042006",NA,"",""
"1455","Romania","Europe","Y20052007",NA,"",""
"1456","Romania","Europe","Y20062008",NA,"",""
"1457","Romania","Europe","Y20072009",NA,"",""
"1458","Romania","Europe","Y20082010",NA,"",""
"1459","Romania","Europe","Y20092011",NA,"",""
"1460","Romania","Europe","Y20102012",NA,"",""
"1461","Romania","Europe","Y20112013",NA,"",""
"1462","Romania","Europe","Y20122014",NA,"",""
"1463","Romania","Europe","Y20132015",NA,"",""
"1464","Romania","Europe","Y20142016",NA,"6.9","4.3"
"1465","Romania","Europe","Y20152017",NA,"5.9","3.7"
"1466","Romania","Europe","Y20162018",NA,"4.8","3.3"
"1467","Romania","Europe","Y20172019",NA,"3.7","3.2"
"1468","Romania","Europe","Y20182020",NA,"3.4","3.3"
"1469","Romania","Europe","Y20192021",NA,"3.2","4.1"
"1470","Romania","Europe","Y20202022",NA,"6","5.4"
"1471","Russian Federation","Europe","Y20002002",NA,"",""
"1472","Russian Federation","Europe","Y20012003",NA,"",""
"1473","Russian Federation","Europe","Y20022004",NA,"",""
"1474","Russian Federation","Europe","Y20032005",NA,"",""
"1475","Russian Federation","Europe","Y20042006",NA,"",""
"1476","Russian Federation","Europe","Y20052007",NA,"",""
"1477","Russian Federation","Europe","Y20062008",NA,"",""
"1478","Russian Federation","Europe","Y20072009",NA,"",""
"1479","Russian Federation","Europe","Y20082010",NA,"",""
"1480","Russian Federation","Europe","Y20092011",NA,"",""
"1481","Russian Federation","Europe","Y20102012",NA,"",""
"1482","Russian Federation","Europe","Y20112013",NA,"",""
"1483","Russian Federation","Europe","Y20122014",NA,"",""
"1484","Russian Federation","Europe","Y20132015",NA,"",""
"1485","Russian Federation","Europe","Y20142016",NA,"0.8","0.6"
"1486","Russian Federation","Europe","Y20152017",NA,"0.8","0.6"
"1487","Russian Federation","Europe","Y20162018",NA,"0.5","0.7"
"1488","Russian Federation","Europe","Y20172019",NA,"<0.5","0.5"
"1489","Russian Federation","Europe","Y20182020",NA,"<0.5","<0.5"
"1490","Russian Federation","Europe","Y20192021",NA,"<0.5","<0.5"
"1491","Russian Federation","Europe","Y20202022",NA,"<0.5","<0.5"
"1492","Rwanda","Africa","Y20002002","Belgium","",""
"1493","Rwanda","Africa","Y20012003","Belgium","",""
"1494","Rwanda","Africa","Y20022004","Belgium","",""
"1495","Rwanda","Africa","Y20032005","Belgium","",""
"1496","Rwanda","Africa","Y20042006","Belgium","",""
"1497","Rwanda","Africa","Y20052007","Belgium","",""
"1498","Rwanda","Africa","Y20062008","Belgium","",""
"1499","Rwanda","Africa","Y20072009","Belgium","",""
"1500","Rwanda","Africa","Y20082010","Belgium","",""
"1501","Rwanda","Africa","Y20092011","Belgium","",""
"1502","Rwanda","Africa","Y20102012","Belgium","",""
"1503","Rwanda","Africa","Y20112013","Belgium","",""
"1504","Rwanda","Africa","Y20122014","Belgium","",""
"1505","Rwanda","Africa","Y20132015","Belgium","",""
"1506","Rwanda","Africa","Y20142016","Belgium","",""
"1507","Rwanda","Africa","Y20152017","Belgium","",""
"1508","Rwanda","Africa","Y20162018","Belgium","",""
"1509","Rwanda","Africa","Y20172019","Belgium","",""
"1510","Rwanda","Africa","Y20182020","Belgium","",""
"1511","Rwanda","Africa","Y20192021","Belgium","",""
"1512","Rwanda","Africa","Y20202022","Belgium","",""
"1513","Sao Tome and Principe","Africa","Y20002002","Portugal","",""
"1514","Sao Tome and Principe","Africa","Y20012003","Portugal","",""
"1515","Sao Tome and Principe","Africa","Y20022004","Portugal","",""
"1516","Sao Tome and Principe","Africa","Y20032005","Portugal","",""
"1517","Sao Tome and Principe","Africa","Y20042006","Portugal","",""
"1518","Sao Tome and Principe","Africa","Y20052007","Portugal","",""
"1519","Sao Tome and Principe","Africa","Y20062008","Portugal","",""
"1520","Sao Tome and Principe","Africa","Y20072009","Portugal","",""
"1521","Sao Tome and Principe","Africa","Y20082010","Portugal","",""
"1522","Sao Tome and Principe","Africa","Y20092011","Portugal","",""
"1523","Sao Tome and Principe","Africa","Y20102012","Portugal","",""
"1524","Sao Tome and Principe","Africa","Y20112013","Portugal","",""
"1525","Sao Tome and Principe","Africa","Y20122014","Portugal","",""
"1526","Sao Tome and Principe","Africa","Y20132015","Portugal","",""
"1527","Sao Tome and Principe","Africa","Y20142016","Portugal","",""
"1528","Sao Tome and Principe","Africa","Y20152017","Portugal","",""
"1529","Sao Tome and Principe","Africa","Y20162018","Portugal","",""
"1530","Sao Tome and Principe","Africa","Y20172019","Portugal","",""
"1531","Sao Tome and Principe","Africa","Y20182020","Portugal","",""
"1532","Sao Tome and Principe","Africa","Y20192021","Portugal","14.4","13.8"
"1533","Sao Tome and Principe","Africa","Y20202022","Portugal","14.4","13.8"
"1534","Senegal","Africa","Y20002002","France","",""
"1535","Senegal","Africa","Y20012003","France","",""
"1536","Senegal","Africa","Y20022004","France","",""
"1537","Senegal","Africa","Y20032005","France","",""
"1538","Senegal","Africa","Y20042006","France","",""
"1539","Senegal","Africa","Y20052007","France","",""
"1540","Senegal","Africa","Y20062008","France","",""
"1541","Senegal","Africa","Y20072009","France","",""
"1542","Senegal","Africa","Y20082010","France","",""
"1543","Senegal","Africa","Y20092011","France","",""
"1544","Senegal","Africa","Y20102012","France","",""
"1545","Senegal","Africa","Y20112013","France","",""
"1546","Senegal","Africa","Y20122014","France","",""
"1547","Senegal","Africa","Y20132015","France","",""
"1548","Senegal","Africa","Y20142016","France","6.9","8"
"1549","Senegal","Africa","Y20152017","France","6.6","7.7"
"1550","Senegal","Africa","Y20162018","France","6.5","7.6"
"1551","Senegal","Africa","Y20172019","France","8","9.4"
"1552","Senegal","Africa","Y20182020","France","9.2","10.7"
"1553","Senegal","Africa","Y20192021","France","10.3","12.1"
"1554","Senegal","Africa","Y20202022","France","10.9","11.4"
"1555","Serbia","Europe","Y20002002",NA,"",""
"1556","Serbia","Europe","Y20012003",NA,"",""
"1557","Serbia","Europe","Y20022004",NA,"",""
"1558","Serbia","Europe","Y20032005",NA,"",""
"1559","Serbia","Europe","Y20042006",NA,"",""
"1560","Serbia","Europe","Y20052007",NA,"",""
"1561","Serbia","Europe","Y20062008",NA,"",""
"1562","Serbia","Europe","Y20072009",NA,"",""
"1563","Serbia","Europe","Y20082010",NA,"",""
"1564","Serbia","Europe","Y20092011",NA,"",""
"1565","Serbia","Europe","Y20102012",NA,"",""
"1566","Serbia","Europe","Y20112013",NA,"",""
"1567","Serbia","Europe","Y20122014",NA,"",""
"1568","Serbia","Europe","Y20132015",NA,"",""
"1569","Serbia","Europe","Y20142016",NA,"1.6","1.9"
"1570","Serbia","Europe","Y20152017",NA,"2.4","2.2"
"1571","Serbia","Europe","Y20162018",NA,"2.3","1.5"
"1572","Serbia","Europe","Y20172019",NA,"2.3","1.7"
"1573","Serbia","Europe","Y20182020",NA,"2.4","2.8"
"1574","Serbia","Europe","Y20192021",NA,"4","3.5"
"1575","Serbia","Europe","Y20202022",NA,"4.3","4"
"1576","Seychelles","Africa","Y20002002","United Kingdom of Great Britain and Northern Ireland","",""
"1577","Seychelles","Africa","Y20012003","United Kingdom of Great Britain and Northern Ireland","",""
"1578","Seychelles","Africa","Y20022004","United Kingdom of Great Britain and Northern Ireland","",""
"1579","Seychelles","Africa","Y20032005","United Kingdom of Great Britain and Northern Ireland","",""
"1580","Seychelles","Africa","Y20042006","United Kingdom of Great Britain and Northern Ireland","",""
"1581","Seychelles","Africa","Y20052007","United Kingdom of Great Britain and Northern Ireland","",""
"1582","Seychelles","Africa","Y20062008","United Kingdom of Great Britain and Northern Ireland","",""
"1583","Seychelles","Africa","Y20072009","United Kingdom of Great Britain and Northern Ireland","",""
"1584","Seychelles","Africa","Y20082010","United Kingdom of Great Britain and Northern Ireland","",""
"1585","Seychelles","Africa","Y20092011","United Kingdom of Great Britain and Northern Ireland","",""
"1586","Seychelles","Africa","Y20102012","United Kingdom of Great Britain and Northern Ireland","",""
"1587","Seychelles","Africa","Y20112013","United Kingdom of Great Britain and Northern Ireland","",""
"1588","Seychelles","Africa","Y20122014","United Kingdom of Great Britain and Northern Ireland","",""
"1589","Seychelles","Africa","Y20132015","United Kingdom of Great Britain and Northern Ireland","",""
"1590","Seychelles","Africa","Y20142016","United Kingdom of Great Britain and Northern Ireland","3.2","3.2"
"1591","Seychelles","Africa","Y20152017","United Kingdom of Great Britain and Northern Ireland","3.2","3.2"
"1592","Seychelles","Africa","Y20162018","United Kingdom of Great Britain and Northern Ireland","3.2","3.2"
"1593","Seychelles","Africa","Y20172019","United Kingdom of Great Britain and Northern Ireland","",""
"1594","Seychelles","Africa","Y20182020","United Kingdom of Great Britain and Northern Ireland","",""
"1595","Seychelles","Africa","Y20192021","United Kingdom of Great Britain and Northern Ireland","",""
"1596","Seychelles","Africa","Y20202022","United Kingdom of Great Britain and Northern Ireland","3.3","3.3"
"1597","Sierra Leone","Africa","Y20002002","United Kingdom of Great Britain and Northern Ireland","",""
"1598","Sierra Leone","Africa","Y20012003","United Kingdom of Great Britain and Northern Ireland","",""
"1599","Sierra Leone","Africa","Y20022004","United Kingdom of Great Britain and Northern Ireland","",""
"1600","Sierra Leone","Africa","Y20032005","United Kingdom of Great Britain and Northern Ireland","",""
"1601","Sierra Leone","Africa","Y20042006","United Kingdom of Great Britain and Northern Ireland","",""
"1602","Sierra Leone","Africa","Y20052007","United Kingdom of Great Britain and Northern Ireland","",""
"1603","Sierra Leone","Africa","Y20062008","United Kingdom of Great Britain and Northern Ireland","",""
"1604","Sierra Leone","Africa","Y20072009","United Kingdom of Great Britain and Northern Ireland","",""
"1605","Sierra Leone","Africa","Y20082010","United Kingdom of Great Britain and Northern Ireland","",""
"1606","Sierra Leone","Africa","Y20092011","United Kingdom of Great Britain and Northern Ireland","",""
"1607","Sierra Leone","Africa","Y20102012","United Kingdom of Great Britain and Northern Ireland","",""
"1608","Sierra Leone","Africa","Y20112013","United Kingdom of Great Britain and Northern Ireland","",""
"1609","Sierra Leone","Africa","Y20122014","United Kingdom of Great Britain and Northern Ireland","",""
"1610","Sierra Leone","Africa","Y20132015","United Kingdom of Great Britain and Northern Ireland","",""
"1611","Sierra Leone","Africa","Y20142016","United Kingdom of Great Britain and Northern Ireland","27.5","26.1"
"1612","Sierra Leone","Africa","Y20152017","United Kingdom of Great Britain and Northern Ireland","32.8","31.1"
"1613","Sierra Leone","Africa","Y20162018","United Kingdom of Great Britain and Northern Ireland","33.4","31.8"
"1614","Sierra Leone","Africa","Y20172019","United Kingdom of Great Britain and Northern Ireland","33.2","31.6"
"1615","Sierra Leone","Africa","Y20182020","United Kingdom of Great Britain and Northern Ireland","32.7","31.6"
"1616","Sierra Leone","Africa","Y20192021","United Kingdom of Great Britain and Northern Ireland","31.7","31.2"
"1617","Sierra Leone","Africa","Y20202022","United Kingdom of Great Britain and Northern Ireland","31.7","32"
"1618","Slovakia","Europe","Y20002002",NA,"",""
"1619","Slovakia","Europe","Y20012003",NA,"",""
"1620","Slovakia","Europe","Y20022004",NA,"",""
"1621","Slovakia","Europe","Y20032005",NA,"",""
"1622","Slovakia","Europe","Y20042006",NA,"",""
"1623","Slovakia","Europe","Y20052007",NA,"",""
"1624","Slovakia","Europe","Y20062008",NA,"",""
"1625","Slovakia","Europe","Y20072009",NA,"",""
"1626","Slovakia","Europe","Y20082010",NA,"",""
"1627","Slovakia","Europe","Y20092011",NA,"",""
"1628","Slovakia","Europe","Y20102012",NA,"",""
"1629","Slovakia","Europe","Y20112013",NA,"",""
"1630","Slovakia","Europe","Y20122014",NA,"",""
"1631","Slovakia","Europe","Y20132015",NA,"",""
"1632","Slovakia","Europe","Y20142016",NA,"1.1","1"
"1633","Slovakia","Europe","Y20152017",NA,"1.1","0.7"
"1634","Slovakia","Europe","Y20162018",NA,"1.1","0.7"
"1635","Slovakia","Europe","Y20172019",NA,"0.8","0.8"
"1636","Slovakia","Europe","Y20182020",NA,"1.2","1"
"1637","Slovakia","Europe","Y20192021",NA,"1.8","1.5"
"1638","Slovakia","Europe","Y20202022",NA,"2.2","1.4"
"1639","Slovenia","Europe","Y20002002",NA,"",""
"1640","Slovenia","Europe","Y20012003",NA,"",""
"1641","Slovenia","Europe","Y20022004",NA,"",""
"1642","Slovenia","Europe","Y20032005",NA,"",""
"1643","Slovenia","Europe","Y20042006",NA,"",""
"1644","Slovenia","Europe","Y20052007",NA,"",""
"1645","Slovenia","Europe","Y20062008",NA,"",""
"1646","Slovenia","Europe","Y20072009",NA,"",""
"1647","Slovenia","Europe","Y20082010",NA,"",""
"1648","Slovenia","Europe","Y20092011",NA,"",""
"1649","Slovenia","Europe","Y20102012",NA,"",""
"1650","Slovenia","Europe","Y20112013",NA,"",""
"1651","Slovenia","Europe","Y20122014",NA,"",""
"1652","Slovenia","Europe","Y20132015",NA,"",""
"1653","Slovenia","Europe","Y20142016",NA,"1","0.9"
"1654","Slovenia","Europe","Y20152017",NA,"0.9","0.7"
"1655","Slovenia","Europe","Y20162018",NA,"0.7","0.6"
"1656","Slovenia","Europe","Y20172019",NA,"<0.5","<0.5"
"1657","Slovenia","Europe","Y20182020",NA,"<0.5","<0.5"
"1658","Slovenia","Europe","Y20192021",NA,"0.9","<0.5"
"1659","Slovenia","Europe","Y20202022",NA,"1.4","<0.5"
"1660","Somalia","Africa","Y20002002","Italy","",""
"1661","Somalia","Africa","Y20012003","Italy","",""
"1662","Somalia","Africa","Y20022004","Italy","",""
"1663","Somalia","Africa","Y20032005","Italy","",""
"1664","Somalia","Africa","Y20042006","Italy","",""
"1665","Somalia","Africa","Y20052007","Italy","",""
"1666","Somalia","Africa","Y20062008","Italy","",""
"1667","Somalia","Africa","Y20072009","Italy","",""
"1668","Somalia","Africa","Y20082010","Italy","",""
"1669","Somalia","Africa","Y20092011","Italy","",""
"1670","Somalia","Africa","Y20102012","Italy","",""
"1671","Somalia","Africa","Y20112013","Italy","",""
"1672","Somalia","Africa","Y20122014","Italy","",""
"1673","Somalia","Africa","Y20132015","Italy","",""
"1674","Somalia","Africa","Y20142016","Italy","",""
"1675","Somalia","Africa","Y20152017","Italy","",""
"1676","Somalia","Africa","Y20162018","Italy","",""
"1677","Somalia","Africa","Y20172019","Italy","",""
"1678","Somalia","Africa","Y20182020","Italy","",""
"1679","Somalia","Africa","Y20192021","Italy","41.7","41.7"
"1680","Somalia","Africa","Y20202022","Italy","43.4","43.4"
"1681","South Africa","Africa","Y20002002","Netherlands (Kingdom of the)","",""
"1682","South Africa","Africa","Y20012003","Netherlands (Kingdom of the)","",""
"1683","South Africa","Africa","Y20022004","Netherlands (Kingdom of the)","",""
"1684","South Africa","Africa","Y20032005","Netherlands (Kingdom of the)","",""
"1685","South Africa","Africa","Y20042006","Netherlands (Kingdom of the)","",""
"1686","South Africa","Africa","Y20052007","Netherlands (Kingdom of the)","",""
"1687","South Africa","Africa","Y20062008","Netherlands (Kingdom of the)","",""
"1688","South Africa","Africa","Y20072009","Netherlands (Kingdom of the)","",""
"1689","South Africa","Africa","Y20082010","Netherlands (Kingdom of the)","",""
"1690","South Africa","Africa","Y20092011","Netherlands (Kingdom of the)","",""
"1691","South Africa","Africa","Y20102012","Netherlands (Kingdom of the)","",""
"1692","South Africa","Africa","Y20112013","Netherlands (Kingdom of the)","",""
"1693","South Africa","Africa","Y20122014","Netherlands (Kingdom of the)","",""
"1694","South Africa","Africa","Y20132015","Netherlands (Kingdom of the)","",""
"1695","South Africa","Africa","Y20142016","Netherlands (Kingdom of the)","",""
"1696","South Africa","Africa","Y20152017","Netherlands (Kingdom of the)","",""
"1697","South Africa","Africa","Y20162018","Netherlands (Kingdom of the)","",""
"1698","South Africa","Africa","Y20172019","Netherlands (Kingdom of the)","7.8","6.1"
"1699","South Africa","Africa","Y20182020","Netherlands (Kingdom of the)","8.4","6.5"
"1700","South Africa","Africa","Y20192021","Netherlands (Kingdom of the)","8.9","7"
"1701","South Africa","Africa","Y20202022","Netherlands (Kingdom of the)","9.7","8.3"
"1702","South Sudan","Africa","Y20002002","United Kingdom of Great Britain and Northern Ireland","",""
"1703","South Sudan","Africa","Y20012003","United Kingdom of Great Britain and Northern Ireland","",""
"1704","South Sudan","Africa","Y20022004","United Kingdom of Great Britain and Northern Ireland","",""
"1705","South Sudan","Africa","Y20032005","United Kingdom of Great Britain and Northern Ireland","",""
"1706","South Sudan","Africa","Y20042006","United Kingdom of Great Britain and Northern Ireland","",""
"1707","South Sudan","Africa","Y20052007","United Kingdom of Great Britain and Northern Ireland","",""
"1708","South Sudan","Africa","Y20062008","United Kingdom of Great Britain and Northern Ireland","",""
"1709","South Sudan","Africa","Y20072009","United Kingdom of Great Britain and Northern Ireland","",""
"1710","South Sudan","Africa","Y20082010","United Kingdom of Great Britain and Northern Ireland","",""
"1711","South Sudan","Africa","Y20092011","United Kingdom of Great Britain and Northern Ireland","",""
"1712","South Sudan","Africa","Y20102012","United Kingdom of Great Britain and Northern Ireland","",""
"1713","South Sudan","Africa","Y20112013","United Kingdom of Great Britain and Northern Ireland","",""
"1714","South Sudan","Africa","Y20122014","United Kingdom of Great Britain and Northern Ireland","",""
"1715","South Sudan","Africa","Y20132015","United Kingdom of Great Britain and Northern Ireland","",""
"1716","South Sudan","Africa","Y20142016","United Kingdom of Great Britain and Northern Ireland","",""
"1717","South Sudan","Africa","Y20152017","United Kingdom of Great Britain and Northern Ireland","",""
"1718","South Sudan","Africa","Y20162018","United Kingdom of Great Britain and Northern Ireland","65.4","65.4"
"1719","South Sudan","Africa","Y20172019","United Kingdom of Great Britain and Northern Ireland","63.7","63.7"
"1720","South Sudan","Africa","Y20182020","United Kingdom of Great Britain and Northern Ireland","63","63"
"1721","South Sudan","Africa","Y20192021","United Kingdom of Great Britain and Northern Ireland","62.3","62.3"
"1722","South Sudan","Africa","Y20202022","United Kingdom of Great Britain and Northern Ireland","63.2","63.2"
"1723","Spain","Europe","Y20002002",NA,"",""
"1724","Spain","Europe","Y20012003",NA,"",""
"1725","Spain","Europe","Y20022004",NA,"",""
"1726","Spain","Europe","Y20032005",NA,"",""
"1727","Spain","Europe","Y20042006",NA,"",""
"1728","Spain","Europe","Y20052007",NA,"",""
"1729","Spain","Europe","Y20062008",NA,"",""
"1730","Spain","Europe","Y20072009",NA,"",""
"1731","Spain","Europe","Y20082010",NA,"",""
"1732","Spain","Europe","Y20092011",NA,"",""
"1733","Spain","Europe","Y20102012",NA,"",""
"1734","Spain","Europe","Y20112013",NA,"",""
"1735","Spain","Europe","Y20122014",NA,"",""
"1736","Spain","Europe","Y20132015",NA,"",""
"1737","Spain","Europe","Y20142016",NA,"1.1","1.1"
"1738","Spain","Europe","Y20152017",NA,"1.4","1.3"
"1739","Spain","Europe","Y20162018",NA,"1.6","1.3"
"1740","Spain","Europe","Y20172019",NA,"2.2","1.3"
"1741","Spain","Europe","Y20182020",NA,"1.9","1.8"
"1742","Spain","Europe","Y20192021",NA,"2","1.9"
"1743","Spain","Europe","Y20202022",NA,"1.8","1.7"
"1744","Sudan","Africa","Y20002002","United Kingdom of Great Britain and Northern Ireland","",""
